Season,Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA,,,,,,,,,,,,,
2016,57,57,2016-02-26,,CLE,W,99,97,113.5,111.2,87.2,0.356,0.233,0.586,46.6,48.6,6.9,0,,0.548,11.5,14.7,0.26,,0.554,14.4,74.4,0.203,,,,,,,,,,,,,
2016,58,58,2016-02-28,@,DET,L,101,114,120.4,135.9,83.9,0.225,0.263,0.574,45.7,53.8,6,2.1,,0.55,5.4,20.5,0.163,,0.662,10.8,77.4,0.282,,,,,,,,,,,,,
2016,59,59,2016-03-02,,UTA,W,104,94,121,109.4,85.9,0.263,0.275,0.583,57.7,30,8.1,8.8,,0.538,9.2,30.3,0.225,,0.506,9.1,77.8,0.12,,,,,,,,,,,,,
2016,60,60,2016-03-04,,POR,W,117,115,124.2,122,94.2,0.806,0.179,0.645,51.4,35.3,5.3,7.1,,0.552,12.5,25.7,0.642,,0.536,10.1,74.4,0.313,,,,,,,,,,,,,
2016,61,61,2016-03-06,,HOU,L,107,113,113,119.4,94.7,0.351,0.429,0.602,53.2,73,8.5,12.2,,0.558,14.4,19.4,0.273,,0.571,9.6,81.4,0.308,,,,,,,,,,,,,
2016,62,62,2016-03-08,,BRK,W,104,99,114.3,108.8,91,0.321,0.295,0.584,58,64.9,9.9,10,,0.538,15.2,34.3,0.256,,0.549,14.9,82.4,0.11,,,,,,,,,,,,,
2016,63,63,2016-03-10,,ATL,W,104,96,109.6,101.2,94.9,0.354,0.293,0.549,59.3,42.1,6.3,5.1,,0.506,12.1,28.9,0.256,,0.47,10.5,86,0.232,,,,,,,,,,,,,
2016,64,64,2016-03-12,,MIA,W,112,104,109.9,102,92.3,0.452,0.214,0.556,47.2,45.9,9.8,9.6,,0.476,11.4,18.4,0.381,,0.423,10.6,68.6,0.214,,,,,,,,,,,,,
2016,65,65,2016-03-14,,CHI,L,107,109,120.2,122.4,89.1,0.373,0.241,0.554,52.5,32.4,5.6,15.5,,0.482,4.9,25,0.325,,0.548,8,80,0.217,,,,,,,,,,,,,
2016,66,66,2016-03-15,@,MIL,W,107,89,127.6,106.2,83.8,0.205,0.361,0.591,56.5,69.2,4.8,12.5,,0.554,9,32.5,0.181,,0.455,7.3,77.8,0.247,,,,,,,,,,,,,
2016,67,67,2016-03-17,@,IND,W,101,94,98.9,92.1,92.5,0.432,0.25,0.482,54.3,34.4,4.9,7.9,,0.403,11.8,27.8,0.341,,0.429,12.2,82.4,0.176,,,,,,,,,,,,,
2016,68,68,2016-03-18,,BOS,W,105,91,114.1,98.9,92,0.325,0.364,0.597,51.9,48.6,10.9,13.1,,0.565,12,18.9,0.234,,0.494,14.7,82.5,0.122,,,,,,,,,,,,,
2016,69,69,2016-03-20,,ORL,W,105,100,111.7,106.3,94,0.556,0.247,0.521,52.9,51.4,8.5,11.5,,0.469,9,29.8,0.358,,0.53,11.7,81.6,0.145,,,,,,,,,,,,,
2016,70,70,2016-03-23,@,BOS,L,79,91,87.7,101,90.1,0.225,0.247,0.404,52,41.9,3.3,11.7,,0.382,10.1,26.8,0.124,,0.488,8.2,84.1,0.163,,,,,,,,,,,,,
2016,71,71,2016-03-25,@,HOU,L,109,112,111.7,114.8,97.6,0.277,0.33,0.517,48.4,59,9.2,8.5,,0.484,8.7,30,0.191,,0.593,14.2,69.8,0.198,,,,,,,,,,,,,
2016,72,72,2016-03-26,@,NOP,W,115,91,127.4,100.9,90.2,0.384,0.397,0.674,57.1,61.5,6.6,10,,0.616,13.2,20.6,0.342,,0.459,6.9,82,0.153,,,,,,,,,,,,,
2016,73,73,2016-03-28,,OKC,L,100,119,104,123.8,96.1,0.247,0.258,0.485,43,50,4.2,11.7,,0.452,8,22.6,0.172,,0.541,9.1,70,0.302,,,,,,,,,,,,,
2016,74,74,2016-03-30,,ATL,W,105,97,111.9,103.4,93.8,0.35,0.288,0.569,50,72.2,14.9,8,,0.519,10.6,19.5,0.275,,0.53,16.9,76.6,0.108,,,,,,,,,,,,,
2016,75,75,2016-04-01,@,MEM,W,99,95,111.9,107.4,88.5,0.408,0.394,0.591,49.4,53.3,9,16.7,,0.507,17.7,31.4,0.38,,0.445,12.4,62.5,0.154,,,,,,,,,,,,,
2016,76,76,2016-04-02,@,SAS,L,95,102,107.5,115.4,88.4,0.125,0.225,0.563,40.5,45,9,5.3,,0.538,13.3,15.8,0.113,,0.487,13.4,63.4,0.351,,,,,,,,,,,,,
2016,77,77,2016-04-05,,CHO,W,96,90,105.2,98.7,91.2,0.397,0.295,0.524,52.2,55.9,6.6,15.1,,0.474,10.7,17.9,0.282,,0.426,5.8,78.4,0.17,,,,,,,,,,,,,
2016,78,78,2016-04-07,@,ATL,L,87,95,94.1,102.7,92.5,0.238,0.25,0.469,52.9,50,10.8,9.1,,0.429,10.6,18.2,0.179,,0.513,13.2,88.4,0.224,,,,,,,,,,,,,
2016,79,79,2016-04-08,,IND,W,111,98,121.7,107.5,91.2,0.559,0.324,0.655,52.2,56.8,4.4,8.9,,0.618,15.9,17.2,0.397,,0.494,8.9,77.5,0.193,,,,,,,,,,,,,
2016,80,80,2016-04-10,@,NYK,W,93,89,108.5,103.8,85.7,0.244,0.256,0.538,44.7,51.4,4.7,8.7,,0.519,6.5,17.1,0.154,,0.399,7.5,70.5,0.202,,,,,,,,,,,,,
2016,81,81,2016-04-12,,PHI,W,122,98,129.3,103.9,94.3,0.2,0.263,0.59,61.9,52.1,11.7,11.9,,0.558,11.2,39,0.168,,0.552,12.9,83.7,0.169,,,,,,,,,,,,,
2016,82,82,2016-04-13,@,BRK,W,103,96,110.6,103.1,93.1,0.161,0.398,0.517,59.4,58.5,5.4,15.9,,0.511,8.3,32,0.086,,0.494,7.8,89.1,0.09,,,,,,,,,,,,,
2015,1,1,2014-10-29,,ATL,W,109,102,116.6,109.1,93.5,0.367,0.289,0.521,53.3,70.3,13.9,15.5,,0.456,7.9,33.3,0.3,,0.581,16.3,76.2,0.113,,,,,,,,,,,,,
2015,2,2,2014-11-01,@,ORL,W,108,95,115.5,101.6,93.5,0.578,0.253,0.519,55.6,39.4,4.3,6.6,,0.422,6.3,32.6,0.458,,0.512,13.3,79.5,0.148,,,,,,,,,,,,,
2015,3,3,2014-11-02,@,MIA,L,102,107,112,117.5,91.1,0.494,0.203,0.53,39.4,29.7,8.8,10.9,,0.494,9.4,22,0.304,,0.564,15.6,63.3,0.4,,,,,,,,,,,,,
2015,4,4,2014-11-04,,OKC,W,100,88,111.9,98.4,89.4,0.407,0.383,0.523,48.8,71.9,6.7,6.8,,0.444,9.5,25.5,0.346,,0.569,20,81.8,0.215,,,,,,,,,,,,,
2015,5,5,2014-11-05,@,BOS,W,110,107,116.3,113.2,94.5,0.264,0.184,0.566,30.4,42.9,11.6,7.7,,0.523,6.7,13.6,0.218,,0.577,23.9,51.4,0.218,,,,,,,,,,,,,
2015,6,6,2014-11-07,,WAS,W,103,84,110.3,90,93.4,0.388,0.275,0.55,49.5,54.3,5.4,4.7,,0.494,12.2,22.7,0.3,,0.38,11.8,70.9,0.253,,,,,,,,,,,,,
2015,7,7,2014-11-09,,PHI,W,120,88,120.3,88.2,99.7,0.395,0.224,0.673,55.7,53.5,12,15.1,,0.612,18.3,16.7,0.355,,0.437,15.2,76.1,0.138,,,,,,,,,,,,,
2015,8,8,2014-11-11,,ORL,W,104,100,108.4,104.2,96,0.39,0.273,0.576,50.6,45.7,9.4,1.8,,0.513,11.7,13.2,0.325,,0.556,15.4,85.4,0.123,,,,,,,,,,,,,
2015,9,9,2014-11-13,,CHI,L,93,100,97.9,105.3,95,0.236,0.281,0.473,44.2,48.6,11.6,11.3,,0.438,12.5,27.1,0.169,,0.506,17.3,65.8,0.286,,,,,,,,,,,,,
2015,10,10,2014-11-15,,UTA,W,111,93,127.8,107,86.9,0.274,0.25,0.59,52.5,34.9,6.9,8.5,,0.56,7.8,31.7,0.202,,0.473,11.1,74.4,0.293,,,,,,,,,,,,,
2015,11,11,2014-11-19,,MEM,W,96,92,109.9,105.3,87.4,0.157,0.313,0.541,41.2,63.2,10.3,8.6,,0.512,8.3,16.7,0.133,,0.456,12.4,65.1,0.238,,,,,,,,,,,,,
2015,12,12,2014-11-21,,MIL,W,124,82,134.4,88.9,92.3,0.279,0.291,0.642,65.5,60,8.7,7.4,,0.61,14.2,40.5,0.221,,0.405,12,84,0.297,,,,,,,,,,,,,
2015,13,13,2014-11-22,@,CLE,W,110,93,115.1,97.3,95.6,0.525,0.3,0.558,42.5,62.5,8.4,9.2,,0.45,7.5,18.6,0.475,,0.451,16.1,70.3,0.247,,,,,,,,,,,,,
2015,14,14,2014-11-24,,PHO,W,104,100,108.3,104.1,96,0.39,0.207,0.541,46.8,56.8,9.4,5.9,,0.476,11.1,20.5,0.317,,0.548,18.4,72.5,0.095,,,,,,,,,,,,,
2015,15,15,2014-11-26,@,ATL,W,126,115,135.8,123.9,92.8,0.402,0.354,0.653,52.9,57.1,7.5,12.1,,0.598,10.2,32.4,0.341,,0.573,12.3,73.5,0.256,,,,,,,,,,,,,
2015,16,16,2014-11-28,,DAL,L,102,106,106.1,110.3,96.1,0.176,0.363,0.52,59.8,44.7,7.3,1.7,,0.495,14.8,32.6,0.132,,0.529,7.7,87,0.174,,,,,,,,,,,,,
2015,17,17,2014-11-30,@,LAL,L,122,129,113,119.5,97.8,0.298,0.327,0.519,49.5,55.6,5.6,8.3,,0.476,6.4,25,0.221,,0.542,8.3,76.5,0.26,,,,,,,,,,,,,
2015,18,18,2014-12-02,@,SAC,W,117,109,128.6,119.9,90.9,0.239,0.261,0.602,50.7,50,8.8,4.6,,0.557,11.8,38.2,0.216,,0.54,14.1,62.9,0.373,,,,,,,,,,,,,
2015,19,19,2014-12-03,@,UTA,W,123,104,141.4,119.5,87,0.304,0.266,0.687,51.4,33.3,8,5.1,,0.646,9.1,26.7,0.266,,0.529,7.9,69,0.138,,,,,,,,,,,,,
2015,20,20,2014-12-05,,CLE,L,91,105,102.6,118.4,88.7,0.233,0.279,0.48,45.5,71.4,4.5,6.3,,0.453,10.4,29.8,0.151,,0.542,12.2,63.4,0.167,,,,,,,,,,,,,
2015,21,21,2014-12-08,,DEN,W,112,107,113.1,108.1,89.7,0.358,0.407,0.597,47.3,51.2,4,13.5,,0.562,13,21.1,0.259,,0.462,10.5,65.5,0.106,,,,,,,,,,,,,
2015,22,22,2014-12-09,@,CLE,L,101,105,120.1,124.9,84.1,0.122,0.28,0.584,53,61.9,4.8,5.7,,0.555,14.8,38.7,0.122,,0.551,11.1,65.7,0.228,,,,,,,,,,,,,
2015,23,23,2014-12-12,,IND,W,106,94,114.4,101.5,92.6,0.242,0.286,0.526,57.1,55.3,2.2,5.2,,0.473,9,32.7,0.22,,0.463,11.8,85.7,0.25,,,,,,,,,,,,,
2015,24,24,2014-12-14,@,NYK,W,95,90,97.3,92.2,88.4,0.231,0.308,0.553,49.4,66.7,14.3,4.1,,0.519,21.1,22.5,0.179,,0.429,19.6,73.3,0.295,,,,,,,,,,,,,
2015,25,25,2014-12-15,,ORL,W,95,82,108.7,93.9,87.4,0.181,0.361,0.53,52,67.6,9.2,6.8,,0.512,10.9,28.6,0.12,,0.514,19.7,81.8,0.081,,,,,,,,,,,,,
2015,26,26,2014-12-17,,BRK,W,105,89,121.7,103.1,86.3,0.238,0.25,0.594,49.4,58.5,7,7.4,,0.575,9.2,27.5,0.163,,0.488,12.5,68.9,0.123,,,,,,,,,,,,,
2015,27,27,2014-12-19,@,DET,W,110,100,115,104.6,95.6,0.273,0.307,0.558,49,57.1,4.2,7.2,,0.523,7.5,20.5,0.205,,0.479,9.9,73.1,0.106,,,,,,,,,,,,,
2015,28,28,2014-12-21,,NYK,W,118,108,130.3,119.3,90.5,0.314,0.384,0.603,57.3,57.1,7.7,5.9,,0.57,9.3,40,0.233,,0.518,10.5,77.1,0.28,,,,,,,,,,,,,
2015,29,29,2014-12-22,@,CHI,L,120,129,125.9,135.4,95.3,0.32,0.3,0.526,47.4,34.1,10.5,4.8,,0.485,5.8,38.3,0.23,,0.581,13.7,61.3,0.581,,,,,,,,,,,,,
2015,30,30,2014-12-27,@,LAC,W,110,98,121.9,108.6,90.2,0.221,0.395,0.583,50,61,7.8,1.8,,0.552,8.7,26.1,0.174,,0.531,13.8,77.5,0.148,,,,,,,,,,,,,
2015,31,31,2014-12-28,@,DEN,W,116,102,124.3,109.3,93.3,0.364,0.261,0.568,47.3,53.5,4.3,7.1,,0.545,5.6,27.7,0.227,,0.448,8.9,67.4,0.276,,,,,,,,,,,,,
2015,32,32,2014-12-30,@,POR,L,97,102,98.7,103.8,89,0.152,0.222,0.459,49,35,10.2,3.4,,0.424,8.7,26.5,0.131,,0.463,12,70.6,0.147,,,,,,,,,,,,,
2015,33,33,2015-01-02,@,GSW,L,105,126,111.1,133.3,94.5,0.233,0.291,0.554,45.1,57.5,7.4,1.6,,0.523,13.7,26.2,0.174,,0.598,8.2,65,0.174,,,,,,,,,,,,,
2015,34,34,2015-01-04,@,PHO,L,109,125,102.8,117.9,106.1,0.349,0.313,0.569,51.2,57.9,8.5,6.1,,0.512,17.3,21.4,0.289,,0.584,13.6,81,0.236,,,,,,,,,,,,,
2015,35,35,2015-01-08,,CHO,L,95,103,99,107.3,96,0.301,0.373,0.505,47.7,60.6,2.1,9.7,,0.458,13,17.8,0.229,,0.5,7.6,79.1,0.17,,,,,,,,,,,,,
2015,36,36,2015-01-10,,BOS,W,109,96,112.3,98.9,97.1,0.209,0.33,0.549,52.7,56.1,8.2,15.4,,0.522,11.6,30.6,0.154,,0.506,16.4,78.6,0.145,,,,,,,,,,,,,
2015,37,37,2015-01-12,,DET,L,111,114,113.5,116.6,97.8,0.161,0.31,0.596,47.7,61.7,4.1,9.3,,0.58,16.2,25.6,0.115,,0.464,6.8,65.3,0.26,,,,,,,,,,,,,
2015,38,38,2015-01-14,,PHI,W,100,84,105.3,88.4,95,0.268,0.354,0.545,52.1,68.4,7.4,3.3,,0.524,15.6,22.7,0.171,,0.406,11.4,78,0.238,,,,,,,,,,,,,
2015,39,39,2015-01-16,,ATL,L,89,110,99.5,123,89.4,0.207,0.305,0.497,52.2,57.1,7.8,6.5,,0.463,16,30,0.159,,0.696,18.3,85.2,0.203,,,,,,,,,,,,,
2015,40,40,2015-01-18,,NOP,L,93,95,100.6,102.7,92.5,0.403,0.347,0.549,47.4,58.1,9.7,7.7,,0.479,15,18.9,0.333,,0.506,15.8,73.2,0.146,,,,,,,,,,,,,
2015,41,41,2015-01-19,@,MIL,W,92,89,100.3,97.1,91.7,0.267,0.267,0.457,55.7,47.2,9.8,8.6,,0.433,13,38.5,0.156,,0.48,15.5,75.6,0.211,,,,,,,,,,,,,
2015,42,42,2015-01-21,@,MEM,L,86,92,97,103.7,88.7,0.376,0.329,0.434,52.6,51.9,6.8,9,,0.347,12.4,36.8,0.318,,0.466,13,76.3,0.311,,,,,,,,,,,,,
2015,43,43,2015-01-23,@,PHI,W,91,86,102.6,97,88.7,0.3,0.3,0.502,46.7,57.6,12.4,9.6,,0.45,13.4,28.3,0.238,,0.438,16.8,65.9,0.185,,,,,,,,,,,,,
2015,44,44,2015-01-25,,DET,W,114,110,119.6,115.4,95.4,0.358,0.185,0.608,45.7,53.5,9.4,8.9,,0.562,7.9,16.7,0.284,,0.522,12.3,68.9,0.178,,,,,,,,,,,,,
2015,45,45,2015-01-27,@,IND,W,104,91,115,100.6,90.4,0.466,0.356,0.591,49.4,61.8,10,9.4,,0.527,10.2,20,0.37,,0.457,13.2,75.6,0.195,,,,,,,,,,,,,
2015,46,46,2015-01-28,,SAC,W,119,102,126.2,108.2,94.3,0.226,0.405,0.644,55.7,67.4,12.7,7.1,,0.613,14.8,30.6,0.19,,0.527,16.5,82.4,0.342,,,,,,,,,,,,,
2015,47,47,2015-01-30,@,BRK,W,127,122,123.2,118.3,93.4,0.326,0.283,0.604,47.4,46.8,4.8,3.7,,0.549,7.9,20,0.283,,0.505,5.9,72,0.198,,,,,,,,,,,,,
2015,48,48,2015-01-31,@,WAS,W,120,116,115,111.2,94.5,0.341,0.295,0.593,45.9,59.1,6.7,14.5,,0.563,11.4,17.6,0.239,,0.532,18.5,70,0.405,,,,,,,,,,,,,
2015,49,49,2015-02-02,,MIL,L,75,82,84.7,92.6,88.5,0.282,0.346,0.428,51.1,56,7.9,4.7,,0.365,14.6,26,0.231,,0.456,12.1,82.5,0.113,,,,,,,,,,,,,
2015,50,50,2015-02-04,,BRK,L,93,109,108.8,127.5,85.5,0.228,0.418,0.535,49.4,62.9,3.5,6.5,,0.506,9.4,23.7,0.165,,0.549,8.1,74.4,0.247,,,,,,,,,,,,,
2015,51,51,2015-02-06,,LAC,W,123,107,136.5,118.8,90.1,0.493,0.4,0.674,58.3,62.5,7.8,1.8,,0.62,10.8,30.3,0.4,,0.526,8,82.1,0.321,,,,,,,,,,,,,
2015,52,52,2015-02-08,,SAS,W,87,82,95.3,89.9,91.3,0.324,0.176,0.514,48,56.3,12.1,10.8,,0.459,14.2,15.8,0.257,,0.371,12.3,67.7,0.14,,,,,,,,,,,,,
2015,53,53,2015-02-11,,WAS,W,95,93,105.7,103.5,89.9,0.342,0.342,0.543,42.5,54.8,10,7.8,,0.48,12.9,20.5,0.289,,0.488,14.8,65.1,0.118,,,,,,,,,,,,,
2015,54,54,2015-02-20,@,ATL,W,105,80,108.4,82.6,96.9,0.083,0.313,0.528,50,62.8,15.5,18,,0.516,11.6,30,0.063,,0.375,18.5,68.5,0.159,,,,,,,,,,,,,
2015,55,55,2015-02-21,@,HOU,L,76,98,72.7,93.7,104.5,0.364,0.234,0.425,42.9,48,16.3,9.1,,0.351,20.5,14.6,0.286,,0.452,19.1,74.4,0.262,,,,,,,,,,,,,
2015,56,56,2015-02-23,@,NOP,L,97,100,110.2,113.6,88.1,0.369,0.274,0.497,45.5,37.1,13.6,3.6,,0.446,7.6,30.8,0.262,,0.577,16.7,66.7,0.128,,,,,,,,,,,,,
2015,57,57,2015-02-24,@,DAL,L,92,99,95.1,102.3,96.8,0.131,0.31,0.518,48.1,44.7,10.3,6.7,,0.506,16.8,17.9,0.083,,0.532,17.9,78.9,0.19,,,,,,,,,,,,,
2015,58,58,2015-02-27,,GSW,L,89,113,91.2,115.8,97.6,0.364,0.286,0.498,47.2,48.4,6.1,5.1,,0.429,17.5,17.4,0.299,,0.557,11.2,79.1,0.184,,,,,,,,,,,,,
2015,59,59,2015-02-28,@,NYK,L,98,103,105.9,111.3,92.5,0.346,0.358,0.525,47.6,47.1,7.6,7.1,,0.469,11.4,21.7,0.272,,0.487,10.7,78.9,0.4,,,,,,,,,,,,,
2015,60,60,2015-03-02,@,PHI,W,114,103,129.1,116.6,88.3,0.3,0.338,0.629,50,58.5,6.8,10.3,,0.581,9,27.8,0.263,,0.577,14.8,72.2,0.167,,,,,,,,,,,,,
2015,61,61,2015-03-04,,CLE,L,112,120,127.2,136.3,88,0.215,0.266,0.648,49.3,55.8,5.7,7.1,,0.608,8.5,21.2,0.203,,0.609,8.8,75,0.321,,,,,,,,,,,,,
2015,62,62,2015-03-06,@,CHO,L,94,103,98.8,108.3,95.1,0.165,0.242,0.482,36.4,56.8,5.3,7.7,,0.445,4.9,10,0.143,,0.5,13.8,71.1,0.212,,,,,,,,,,,,,
2015,63,63,2015-03-08,@,OKC,L,104,108,110.5,114.7,94.1,0.092,0.276,0.51,40.2,57.1,12.7,4.9,,0.485,7.3,25,0.092,,0.549,16.2,61.8,0.22,,,,,,,,,,,,,
2015,64,64,2015-03-10,@,SAS,L,107,117,115.4,126.2,92.7,0.186,0.268,0.51,50.5,44.2,6.5,7.5,,0.485,7.9,36,0.134,,0.547,10.1,68.3,0.282,,,,,,,,,,,,,
2015,65,65,2015-03-13,,MIA,W,102,92,102.2,92.2,99.8,0.392,0.418,0.551,49.4,76.5,12,8.9,,0.506,15.5,19.6,0.278,,0.475,18.3,82.9,0.215,,,,,,,,,,,,,
2015,66,66,2015-03-15,,POR,L,97,113,103.9,121,93.4,0.295,0.231,0.55,53.2,54.1,5.4,5.3,,0.506,14.5,23.1,0.231,,0.599,9.7,82.5,0.116,,,,,,,,,,,,,
2015,67,67,2015-03-16,@,IND,W,117,98,119.7,100.3,97.7,0.402,0.28,0.606,58.6,48.7,3.1,5.8,,0.549,10.2,17.9,0.329,,0.443,3.9,91.7,0.227,,,,,,,,,,,,,
2015,68,68,2015-03-18,,MIN,W,105,100,110.4,105.2,95.1,0.342,0.367,0.578,46.4,71.4,6.3,4.3,,0.519,11.7,19.5,0.291,,0.517,16.1,72.1,0.115,,,,,,,,,,,,,
2015,69,69,2015-03-20,@,CHI,L,92,108,111.1,130.4,82.8,0.329,0.316,0.509,43.4,66.7,7.2,7.8,,0.443,6.2,26.1,0.278,,0.589,12.2,64.9,0.19,,,,,,,,,,,,,
2015,70,70,2015-03-22,,NYK,W,106,89,116.6,97.9,90.9,0.387,0.147,0.604,53.7,56.4,4.4,1.5,,0.547,15.4,23.5,0.32,,0.464,10.8,75,0.131,,,,,,,,,,,,,
2015,71,71,2015-03-24,@,DET,L,104,108,121.7,126.4,85.4,0.387,0.307,0.593,50.6,54.3,2.3,6.3,,0.513,12,35.3,0.36,,0.495,6.3,60.8,0.172,,,,,,,,,,,,,
2015,72,72,2015-03-25,,CHI,L,103,116,119.7,134.9,86,0.229,0.253,0.564,53,41,7,2,,0.524,7.1,25.6,0.193,,0.689,8.9,92.6,0.189,,,,,,,,,,,,,
2015,73,73,2015-03-27,,LAL,W,94,83,108.9,96.2,86.3,0.28,0.24,0.558,46.5,69.4,9.3,6,,0.527,10.6,21.1,0.2,,0.369,11,66.7,0.25,,,,,,,,,,,,,
2015,74,74,2015-03-30,,HOU,W,99,96,106.1,102.9,93.3,0.346,0.282,0.551,53.9,57.1,9.6,12.3,,0.5,14.3,29.3,0.269,,0.464,11.7,75,0.214,,,,,,,,,,,,,
2015,75,75,2015-04-01,@,MIN,W,113,99,127.1,111.4,88.9,0.303,0.395,0.656,51.5,59.5,9,4.8,,0.638,12.2,24.2,0.211,,0.565,13.2,78.8,0.156,,,,,,,,,,,,,
2015,76,76,2015-04-03,@,BRK,L,109,114,122.5,128.1,89,0.28,0.317,0.592,49.4,57.1,5.6,1.4,,0.561,13.2,35.1,0.207,,0.551,7.5,61.4,0.193,,,,,,,,,,,,,
2015,77,77,2015-04-04,,BOS,L,116,117,109.5,110.5,95.9,0.458,0.277,0.582,51.1,37.5,6.6,5.6,,0.518,13.8,22,0.361,,0.526,12.3,75.5,0.155,,,,,,,,,,,,,
2015,78,78,2015-04-08,@,CHO,W,92,74,112.2,90.2,82,0.247,0.351,0.539,57.3,60.6,6.1,15.3,,0.506,9.5,25.7,0.182,,0.407,8.5,80.9,0.099,,,,,,,,,,,,,
2015,79,79,2015-04-10,@,ORL,W,101,99,108.1,106,93.4,0.16,0.319,0.502,50,56.4,8.6,1.4,,0.463,13,34.7,0.149,,0.5,14.6,67.4,0.112,,,,,,,,,,,,,
2015,80,80,2015-04-11,@,MIA,W,107,104,118.9,115.5,90,0.446,0.313,0.539,50,34.3,7.8,4.9,,0.476,6.6,31.3,0.337,,0.494,6.5,69.6,0.296,,,,,,,,,,,,,
2015,81,81,2015-04-14,@,BOS,L,93,95,95.1,97.1,97.8,0.25,0.3,0.524,46.2,48.6,9.2,12.5,,0.494,16.9,17.5,0.175,,0.414,11.7,67.9,0.131,,,,,,,,,,,,,
2015,82,82,2015-04-15,,CHO,W,92,87,113.1,107,81.3,0.052,0.429,0.584,47.1,71.1,9.8,7.9,,0.571,12.3,15.2,0.052,,0.507,13.3,77.1,0.211,,,,,,,,,,,,,
2014,1,1,2013-10-30,,BOS,W,93,87,101.6,95.1,91.5,0.267,0.198,0.484,59.3,39.5,9.8,11.3,,0.471,15,42.2,0.14,,0.508,21.8,80.6,0.303,,,,,,,,,,,,,
2014,2,2,2013-11-01,@,ATL,L,95,102,101.4,108.9,93.6,0.159,0.261,0.504,53.2,37.5,5.3,11.1,,0.494,11.3,25,0.091,,0.532,12.5,82.1,0.26,,,,,,,,,,,,,
2014,3,3,2013-11-02,@,MIL,W,97,90,102.1,94.7,95,0.487,0.295,0.512,61.2,61.3,6.3,0,,0.442,15.2,36,0.359,,0.476,12.4,87.5,0.119,,,,,,,,,,,,,
2014,4,4,2013-11-05,,MIA,L,95,104,109.4,119.7,86.9,0.458,0.292,0.549,51.3,48.4,4.6,1.7,,0.472,14.8,31.7,0.375,,0.554,11,73,0.145,,,,,,,,,,,,,
2014,5,5,2013-11-06,@,CHA,L,90,92,108.6,111.1,82.8,0.19,0.203,0.526,50.7,51.4,2.4,5.2,,0.487,12.3,28.9,0.165,,0.514,8.5,73,0.233,,,,,,,,,,,,,
2014,6,6,2013-11-08,@,IND,L,84,91,97.3,105.4,86.3,0.198,0.222,0.477,52.5,50,8.1,10.5,,0.432,14.6,34.1,0.173,,0.5,15,75,0.167,,,,,,,,,,,,,
2014,7,7,2013-11-09,,UTA,W,115,91,129.7,102.6,88.7,0.349,0.301,0.6,51.9,57.5,9,6.8,,0.542,11.1,34.2,0.301,,0.461,13.8,69.2,0.26,,,,,,,,,,,,,
2014,8,8,2013-11-11,@,HOU,L,104,110,92.8,98.2,92.7,0.237,0.219,0.413,46.4,26.3,10.7,8.6,,0.368,9.4,30.3,0.175,,0.482,18,70.5,0.345,,,,,,,,,,,,,
2014,9,9,2013-11-13,@,MEM,W,103,87,115.7,97.7,89,0.582,0.224,0.612,48.1,45.2,13.5,9.8,,0.522,13.4,23.7,0.493,,0.463,16,71.8,0.134,,,,,,,,,,,,,
2014,10,10,2013-11-15,,CHI,L,80,96,86.8,104.1,92.2,0.268,0.256,0.436,47.3,65.5,8.7,9.4,,0.384,14.9,22.9,0.207,,0.494,14.5,74.4,0.213,,,,,,,,,,,,,
2014,11,11,2013-11-17,,POR,L,110,118,105.3,112.9,94.6,0.33,0.181,0.511,52.6,40.5,5.7,4.5,,0.463,12.9,32.6,0.245,,0.52,12.2,70.6,0.152,,,,,,,,,,,,,
2014,12,12,2013-11-20,@,PHI,W,108,98,110.1,99.9,98.1,0.326,0.337,0.549,45.1,66.7,7.1,16.1,,0.5,9.2,18,0.256,,0.493,18.2,78,0.303,,,,,,,,,,,,,
2014,13,13,2013-11-22,,WAS,W,96,88,105.7,96.9,90.8,0.295,0.231,0.545,54.1,59.5,5.5,11.6,,0.506,13.7,30.2,0.218,,0.453,13.2,78.6,0.116,,,,,,,,,,,,,
2014,14,14,2013-11-26,,BRK,L,100,102,111.9,114.1,89.4,0.282,0.333,0.57,46.6,52.9,4.5,1.6,,0.506,14.6,24.3,0.269,,0.532,14.8,69.4,0.26,,,,,,,,,,,,,
2014,15,15,2013-11-29,,MIA,L,83,90,88.2,95.6,94.1,0.438,0.411,0.477,54.4,57.1,8.5,9.3,,0.438,16.3,23.3,0.26,,0.533,18.9,91.7,0.118,,,,,,,,,,,,,
2014,16,16,2013-12-01,,DEN,L,98,112,104.2,119.1,94,0.299,0.253,0.498,47.2,51.4,8.5,9.4,,0.448,11.7,29.8,0.23,,0.563,13.6,66.7,0.161,,,,,,,,,,,,,
2014,17,17,2013-12-03,@,GSW,L,103,112,112.3,122.1,91.7,0.234,0.26,0.606,51.4,42.5,6.5,4,,0.571,17.5,25,0.195,,0.582,11.8,76.3,0.253,,,,,,,,,,,,,
2014,18,18,2013-12-06,@,PHO,L,97,106,106.4,116.3,91.2,0.287,0.218,0.495,40.4,42.9,7.7,8.5,,0.431,7.5,23.9,0.253,,0.506,14.3,58.1,0.28,,,,,,,,,,,,,
