Season,Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA,,,,,,,,,,,,,
2013,63,63,2013-03-08,@,LAL,L,116,118,110.1,112,95.5,0.172,0.237,0.58,47.8,66.7,7.6,11.5,,0.559,14.5,17.5,0.129,,0.505,10.8,72,0.286,,,,,,,,,,,,,
2013,64,64,2013-03-10,,CLE,W,100,96,102,97.9,98,0.405,0.274,0.505,51.1,66.7,9.2,7.7,,0.44,10,20.5,0.31,,0.459,11.7,79.2,0.198,,,,,,,,,,,,,
2013,65,65,2013-03-13,@,BOS,L,88,112,91.6,116.6,96.1,0.241,0.165,0.504,45.9,50,11.4,9.8,,0.449,16.3,17.1,0.215,,0.553,13.3,81.8,0.368,,,,,,,,,,,,,
2013,66,66,2013-03-15,,CHA,W,92,78,106.2,90,86.7,0.397,0.147,0.576,56.1,48.5,6.9,13.8,,0.507,19.2,32.3,0.338,,0.363,12.3,70.6,0.25,,,,,,,,,,,,,
2013,67,67,2013-03-17,,MIA,L,91,108,104.7,124.2,87,0.128,0.213,0.458,66.2,38.5,5.8,4.4,,0.426,13.9,50,0.117,,0.657,13.1,93.1,0.299,,,,,,,,,,,,,
2013,68,68,2013-03-20,@,CHA,L,101,107,111,117.6,91,0.313,0.265,0.535,51.7,51.4,7.7,15.3,,0.452,14.5,34.1,0.313,,0.52,11.5,69.8,0.387,,,,,,,,,,,,,
2013,69,69,2013-03-22,,NYK,L,94,99,110.4,116.3,85.1,0.177,0.405,0.552,45.2,52.8,8.2,2,,0.525,12.4,22.5,0.139,,0.606,13.7,72.7,0.183,,,,,,,,,,,,,
2013,70,70,2013-03-23,@,NYK,L,84,110,95.2,124.7,88.2,0.237,0.303,0.5,44.3,38.2,6.8,3.3,,0.474,17.7,25,0.158,,0.563,11,68.6,0.266,,,,,,,,,,,,,
2013,71,71,2013-03-27,,ATL,L,88,107,95,115.5,92.6,0.256,0.218,0.507,51.2,57.1,8.6,1.7,,0.474,18,23.8,0.179,,0.556,10.9,80,0.21,,,,,,,,,,,,,
2013,72,72,2013-03-29,@,DET,W,99,82,117,96.9,84.6,0.11,0.159,0.576,55.3,56.8,8.3,10.3,,0.561,10.4,30.3,0.085,,0.441,13.1,74.4,0.197,,,,,,,,,,,,,
2013,73,73,2013-03-31,@,WAS,L,92,109,101.8,120.6,90.4,0.321,0.235,0.498,48.4,65.6,2.2,8.8,,0.438,12.3,27.7,0.259,,0.535,8.5,69.6,0.212,,,,,,,,,,,,,
2013,74,74,2013-04-01,,DET,L,98,108,114.8,126.5,85.4,0.123,0.259,0.574,50,58.5,7,12.9,,0.556,10.5,21.4,0.099,,0.604,8.5,76.7,0.195,,,,,,,,,,,,,
2013,75,75,2013-04-03,,WAS,W,88,78,95.1,84.3,92.5,0.545,0.121,0.538,51.8,70,6.5,9.8,,0.462,15.5,11.4,0.409,,0.356,13.1,80,0.263,,,,,,,,,,,,,
2013,76,76,2013-04-05,@,MIN,W,95,93,105.2,103,90.3,0.188,0.176,0.516,50,45,6.6,11.5,,0.494,12.4,25,0.129,,0.47,13.3,80.6,0.448,,,,,,,,,,,,,
2013,77,77,2013-04-06,@,MIL,L,83,100,88.1,106.1,94.2,0.277,0.12,0.446,46.7,60,9.6,7,,0.38,14.7,20.5,0.241,,0.513,14.5,75,0.289,,,,,,,,,,,,,
2013,78,78,2013-04-09,@,CHI,W,101,98,116.1,112.6,87,0.333,0.25,0.612,45.2,59.5,6.9,4.3,,0.563,8.8,10,0.278,,0.488,9.5,69.8,0.163,,,,,,,,,,,,,
2013,79,79,2013-04-12,,CHI,W,97,88,112,101.6,86.6,0.458,0.111,0.561,49.4,64.7,11.5,11.9,,0.486,13.1,27.5,0.375,,0.5,16.1,73,0.143,,,,,,,,,,,,,
2013,80,80,2013-04-14,,BRK,W,93,87,105.1,98.4,88.5,0.256,0.183,0.51,55.8,52.8,4.5,1.9,,0.476,11.6,26.3,0.183,,0.452,7,79.2,0.131,,,,,,,,,,,,,
2013,81,81,2013-04-16,@,ATL,W,113,96,119.7,101.7,94.4,0.346,0.346,0.629,52.8,60,7.4,16.7,,0.577,16.7,26.3,0.295,,0.449,10.1,72.5,0.193,,,,,,,,,,,,,
2013,82,82,2013-04-17,,BOS,W,114,90,125,98.7,91.2,0.35,0.263,0.617,54.8,65,5.5,7.5,,0.575,8.9,23.7,0.275,,0.482,12.7,80.4,0.107,,,,,,,,,,,,,
